[K0a1|[]]
[K11a276|[[6, 2, 7, 1], [14, 6, 15, 5], [20, 8, 21, 7], [22, 15, 1, 16], [16, 21, 17, 22], [8, 18, 9, 17], [10, 4, 11, 3], [4, 10, 5, 9], [12, 20, 13, 19], [18, 12, 19, 11], [2, 14, 3, 13]]]
[K11a277|[[6, 2, 7, 1], [12, 8, 13, 7], [16, 5, 17, 6], [4, 10, 5, 9], [10, 4, 11, 3], [2, 17, 3, 18], [18, 11, 19, 12], [8, 19, 9, 20], [20, 14, 21, 13], [22, 16, 1, 15], [14, 22, 15, 21]]]
[K11a278|[[6, 2, 7, 1], [12, 8, 13, 7], [16, 5, 17, 6], [4, 10, 5, 9], [10, 4, 11, 3], [2, 17, 3, 18], [18, 11, 19, 12], [8, 19, 9, 20], [20, 16, 21, 15], [22, 14, 1, 13], [14, 22, 15, 21]]]
[K11a279|[[6, 2, 7, 1], [12, 8, 13, 7], [16, 5, 17, 6], [10, 3, 11, 4], [2, 11, 3, 12], [4, 17, 5, 18], [8, 19, 9, 20], [18, 9, 19, 10], [20, 14, 21, 13], [22, 16, 1, 15], [14, 22, 15, 21]]]
[K11a280|[[6, 2, 7, 1], [12, 8, 13, 7], [16, 5, 17, 6], [10, 3, 11, 4], [2, 11, 3, 12], [4, 17, 5, 18], [8, 19, 9, 20], [18, 9, 19, 10], [20, 16, 21, 15], [22, 14, 1, 13], [14, 22, 15, 21]]]
[K11a281|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [18, 13, 19, 14], [14, 21, 15, 22], [12, 8, 13, 7], [10, 3, 11, 4], [2, 11, 3, 12], [20, 10, 21, 9], [4, 16, 5, 15], [8, 20, 9, 19]]]
[K11a282|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [4, 10, 5, 9], [10, 4, 11, 3], [2, 17, 3, 18], [20, 13, 21, 14], [18, 11, 19, 12], [12, 19, 13, 20], [8, 21, 9, 22], [22, 16, 1, 15]]]
[K11a283|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [10, 3, 11, 4], [18, 9, 19, 10], [20, 13, 21, 14], [12, 19, 13, 20], [2, 11, 3, 12], [4, 17, 5, 18], [8, 21, 9, 22], [22, 16, 1, 15]]]
[K11a284|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [14, 7, 15, 8], [10, 3, 11, 4], [20, 10, 21, 9], [12, 22, 13, 21], [8, 20, 9, 19], [4, 11, 5, 12], [18, 14, 19, 13], [2, 16, 3, 15]]]
[K11a285|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [10, 3, 11, 4], [18, 12, 19, 11], [12, 18, 13, 17], [2, 13, 3, 14], [4, 19, 5, 20], [8, 21, 9, 22], [20, 9, 21, 10], [22, 16, 1, 15]]]
[K11a286|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [18, 7, 19, 8], [8, 21, 9, 22], [14, 10, 15, 9], [10, 3, 11, 4], [2, 11, 3, 12], [20, 14, 21, 13], [4, 16, 5, 15], [12, 20, 13, 19]]]
[K11a287|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [18, 7, 19, 8], [10, 3, 11, 4], [2, 11, 3, 12], [12, 20, 13, 19], [20, 10, 21, 9], [14, 21, 15, 22], [8, 13, 9, 14], [4, 16, 5, 15]]]
[K11a288|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [18, 7, 19, 8], [10, 3, 11, 4], [12, 22, 13, 21], [8, 14, 9, 13], [20, 10, 21, 9], [4, 11, 5, 12], [14, 19, 15, 20], [2, 16, 3, 15]]]
[K11a289|[[6, 2, 7, 1], [18, 11, 19, 12], [10, 4, 11, 3], [2, 17, 3, 18], [16, 5, 17, 6], [20, 8, 21, 7], [4, 10, 5, 9], [12, 19, 13, 20], [8, 13, 9, 14], [22, 16, 1, 15], [14, 22, 15, 21]]]
[K11a290|[[6, 2, 7, 1], [10, 3, 11, 4], [20, 8, 21, 7], [12, 19, 13, 20], [18, 9, 19, 10], [16, 5, 17, 6], [4, 17, 5, 18], [2, 11, 3, 12], [8, 13, 9, 14], [22, 16, 1, 15], [14, 22, 15, 21]]]
[K11a291|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 8, 1, 7], [8, 18, 9, 17], [10, 4, 11, 3], [4, 10, 5, 9], [14, 22, 15, 21], [18, 12, 19, 11], [20, 14, 21, 13], [12, 20, 13, 19], [2, 16, 3, 15]]]
[K11a292|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 8, 1, 7], [8, 18, 9, 17], [10, 4, 11, 3], [4, 10, 5, 9], [20, 14, 21, 13], [18, 12, 19, 11], [14, 20, 15, 19], [12, 22, 13, 21], [2, 16, 3, 15]]]
[K11a293|[[6, 2, 7, 1], [18, 11, 19, 12], [10, 4, 11, 3], [2, 17, 3, 18], [16, 5, 17, 6], [22, 8, 1, 7], [4, 10, 5, 9], [20, 13, 21, 14], [12, 19, 13, 20], [14, 21, 15, 22], [8, 15, 9, 16]]]
[K11a294|[[6, 2, 7, 1], [18, 11, 19, 12], [10, 4, 11, 3], [2, 17, 3, 18], [16, 5, 17, 6], [22, 8, 1, 7], [4, 10, 5, 9], [12, 21, 13, 22], [20, 13, 21, 14], [14, 19, 15, 20], [8, 15, 9, 16]]]
[K11a295|[[6, 2, 7, 1], [10, 3, 11, 4], [22, 8, 1, 7], [20, 13, 21, 14], [12, 19, 13, 20], [14, 21, 15, 22], [18, 9, 19, 10], [16, 5, 17, 6], [4, 17, 5, 18], [2, 11, 3, 12], [8, 15, 9, 16]]]
[K11a296|[[6, 2, 7, 1], [10, 3, 11, 4], [22, 8, 1, 7], [12, 21, 13, 22], [20, 13, 21, 14], [14, 19, 15, 20], [18, 9, 19, 10], [16, 5, 17, 6], [4, 17, 5, 18], [2, 11, 3, 12], [8, 15, 9, 16]]]
[K11a297|[[6, 2, 7, 1], [20, 9, 21, 10], [16, 5, 17, 6], [22, 8, 1, 7], [14, 21, 15, 22], [2, 13, 3, 14], [8, 15, 9, 16], [12, 18, 13, 17], [10, 3, 11, 4], [18, 12, 19, 11], [4, 19, 5, 20]]]
[K11a298|[[6, 2, 7, 1], [10, 4, 11, 3], [16, 10, 17, 9], [8, 18, 9, 17], [18, 6, 19, 5], [20, 12, 21, 11], [22, 14, 1, 13], [12, 22, 13, 21], [14, 20, 15, 19], [2, 8, 3, 7], [4, 16, 5, 15]]]
[K11a299|[[6, 2, 7, 1], [10, 4, 11, 3], [16, 10, 17, 9], [8, 18, 9, 17], [18, 6, 19, 5], [22, 12, 1, 11], [20, 14, 21, 13], [14, 20, 15, 19], [12, 22, 13, 21], [2, 8, 3, 7], [4, 16, 5, 15]]]
[K11a300|[[6, 2, 7, 1], [10, 4, 11, 3], [14, 7, 15, 8], [8, 15, 9, 16], [2, 10, 3, 9], [20, 12, 21, 11], [18, 5, 19, 6], [4, 19, 5, 20], [22, 13, 1, 14], [12, 18, 13, 17], [16, 21, 17, 22]]]
[K11a301|[[6, 2, 7, 1], [14, 7, 15, 8], [18, 5, 19, 6], [16, 10, 17, 9], [2, 19, 3, 20], [4, 11, 5, 12], [10, 3, 11, 4], [20, 16, 21, 15], [12, 18, 13, 17], [8, 21, 9, 22], [22, 13, 1, 14]]]
[K11a302|[[6, 2, 7, 1], [20, 10, 21, 9], [10, 3, 11, 4], [2, 19, 3, 20], [18, 5, 19, 6], [14, 7, 15, 8], [4, 11, 5, 12], [8, 15, 9, 16], [22, 13, 1, 14], [12, 18, 13, 17], [16, 21, 17, 22]]]
[K11a303|[[6, 2, 7, 1], [8, 14, 9, 13], [18, 5, 19, 6], [2, 19, 3, 20], [10, 3, 11, 4], [16, 10, 17, 9], [4, 11, 5, 12], [22, 8, 1, 7], [12, 18, 13, 17], [20, 16, 21, 15], [14, 22, 15, 21]]]
[K11a304|[[6, 2, 7, 1], [10, 4, 11, 3], [14, 8, 15, 7], [18, 11, 19, 12], [22, 16, 1, 15], [16, 22, 17, 21], [12, 17, 13, 18], [8, 14, 9, 13], [20, 6, 21, 5], [2, 10, 3, 9], [4, 20, 5, 19]]]
[K11a305|[[6, 2, 7, 1], [22, 8, 1, 7], [10, 5, 11, 6], [4, 18, 5, 17], [12, 4, 13, 3], [18, 12, 19, 11], [2, 19, 3, 20], [14, 21, 15, 22], [20, 13, 21, 14], [16, 9, 17, 10], [8, 15, 9, 16]]]
[K11a306|[[6, 2, 7, 1], [16, 8, 17, 7], [12, 3, 13, 4], [2, 15, 3, 16], [14, 5, 15, 6], [4, 13, 5, 14], [22, 18, 1, 17], [18, 9, 19, 10], [8, 21, 9, 22], [20, 11, 21, 12], [10, 19, 11, 20]]]
[K11a307|[[6, 2, 7, 1], [16, 8, 17, 7], [12, 3, 13, 4], [2, 15, 3, 16], [14, 5, 15, 6], [4, 13, 5, 14], [22, 18, 1, 17], [18, 11, 19, 12], [20, 9, 21, 10], [10, 19, 11, 20], [8, 21, 9, 22]]]
[K11a308|[[6, 2, 7, 1], [12, 4, 13, 3], [18, 8, 19, 7], [20, 10, 21, 9], [22, 15, 1, 16], [8, 20, 9, 19], [16, 21, 17, 22], [10, 18, 11, 17], [14, 6, 15, 5], [2, 12, 3, 11], [4, 14, 5, 13]]]
[K11a309|[[6, 2, 7, 1], [14, 6, 15, 5], [18, 8, 19, 7], [20, 10, 21, 9], [22, 15, 1, 16], [8, 20, 9, 19], [16, 21, 17, 22], [10, 18, 11, 17], [2, 14, 3, 13], [12, 4, 13, 3], [4, 12, 5, 11]]]
[K11a310|[[6, 2, 7, 1], [12, 4, 13, 3], [20, 8, 21, 7], [22, 15, 1, 16], [16, 21, 17, 22], [18, 10, 19, 9], [10, 18, 11, 17], [8, 20, 9, 19], [14, 6, 15, 5], [2, 12, 3, 11], [4, 14, 5, 13]]]
[K11a311|[[6, 2, 7, 1], [14, 6, 15, 5], [20, 8, 21, 7], [22, 15, 1, 16], [16, 21, 17, 22], [18, 10, 19, 9], [10, 18, 11, 17], [8, 20, 9, 19], [2, 14, 3, 13], [12, 4, 13, 3], [4, 12, 5, 11]]]
[K11a312|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [12, 3, 13, 4], [2, 13, 3, 14], [4, 17, 5, 18], [8, 21, 9, 22], [20, 11, 21, 12], [18, 9, 19, 10], [10, 19, 11, 20], [22, 16, 1, 15]]]
[K11a313|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [12, 3, 13, 4], [2, 13, 3, 14], [4, 17, 5, 18], [8, 21, 9, 22], [20, 9, 21, 10], [18, 11, 19, 12], [10, 19, 11, 20], [22, 16, 1, 15]]]
[K11a314|[[6, 2, 7, 1], [18, 8, 19, 7], [2, 17, 3, 18], [4, 12, 5, 11], [12, 4, 13, 3], [16, 5, 17, 6], [20, 13, 21, 14], [10, 21, 11, 22], [14, 10, 15, 9], [22, 16, 1, 15], [8, 20, 9, 19]]]
[K11a315|[[6, 2, 7, 1], [18, 8, 19, 7], [12, 4, 13, 3], [2, 17, 3, 18], [16, 5, 17, 6], [4, 12, 5, 11], [20, 13, 21, 14], [22, 10, 1, 9], [14, 21, 15, 22], [10, 15, 11, 16], [8, 20, 9, 19]]]
[K11a316|[[6, 2, 7, 1], [18, 13, 19, 14], [12, 4, 13, 3], [2, 17, 3, 18], [16, 5, 17, 6], [20, 8, 21, 7], [22, 10, 1, 9], [8, 22, 9, 21], [4, 12, 5, 11], [14, 19, 15, 20], [10, 15, 11, 16]]]
[K11a317|[[6, 2, 7, 1], [12, 3, 13, 4], [20, 8, 21, 7], [22, 10, 1, 9], [8, 22, 9, 21], [14, 19, 15, 20], [18, 11, 19, 12], [16, 5, 17, 6], [4, 17, 5, 18], [2, 13, 3, 14], [10, 15, 11, 16]]]
[K11a318|[[6, 2, 7, 1], [12, 4, 13, 3], [22, 8, 1, 7], [10, 22, 11, 21], [18, 10, 19, 9], [20, 14, 21, 13], [14, 20, 15, 19], [8, 18, 9, 17], [16, 6, 17, 5], [2, 12, 3, 11], [4, 16, 5, 15]]]
[K11a319|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 8, 1, 7], [10, 20, 11, 19], [12, 4, 13, 3], [4, 12, 5, 11], [14, 22, 15, 21], [20, 14, 21, 13], [18, 10, 19, 9], [8, 18, 9, 17], [2, 16, 3, 15]]]
[K11a320|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 8, 1, 7], [18, 10, 19, 9], [12, 4, 13, 3], [4, 12, 5, 11], [14, 22, 15, 21], [20, 14, 21, 13], [10, 18, 11, 17], [8, 20, 9, 19], [2, 16, 3, 15]]]
[K11a321|[[6, 2, 7, 1], [12, 3, 13, 4], [22, 8, 1, 7], [14, 21, 15, 22], [18, 9, 19, 10], [16, 5, 17, 6], [4, 17, 5, 18], [20, 11, 21, 12], [10, 19, 11, 20], [2, 13, 3, 14], [8, 15, 9, 16]]]
[K11a322|[[6, 2, 7, 1], [20, 9, 21, 10], [16, 5, 17, 6], [2, 17, 3, 18], [12, 4, 13, 3], [4, 12, 5, 11], [22, 8, 1, 7], [14, 21, 15, 22], [18, 13, 19, 14], [8, 15, 9, 16], [10, 19, 11, 20]]]
[K11a323|[[6, 2, 7, 1], [18, 13, 19, 14], [12, 4, 13, 3], [2, 17, 3, 18], [16, 5, 17, 6], [22, 8, 1, 7], [20, 10, 21, 9], [4, 12, 5, 11], [14, 19, 15, 20], [8, 22, 9, 21], [10, 15, 11, 16]]]
[K11a324|[[6, 2, 7, 1], [12, 3, 13, 4], [22, 8, 1, 7], [14, 21, 15, 22], [20, 9, 21, 10], [16, 5, 17, 6], [4, 17, 5, 18], [18, 11, 19, 12], [2, 13, 3, 14], [8, 15, 9, 16], [10, 19, 11, 20]]]
[K11a325|[[6, 2, 7, 1], [12, 3, 13, 4], [22, 8, 1, 7], [20, 10, 21, 9], [14, 19, 15, 20], [8, 22, 9, 21], [18, 11, 19, 12], [16, 5, 17, 6], [4, 17, 5, 18], [2, 13, 3, 14], [10, 15, 11, 16]]]
[K11a326|[[6, 2, 7, 1], [20, 13, 21, 14], [12, 4, 13, 3], [2, 19, 3, 20], [18, 5, 19, 6], [22, 10, 1, 9], [14, 8, 15, 7], [8, 16, 9, 15], [4, 12, 5, 11], [16, 21, 17, 22], [10, 17, 11, 18]]]
[K11a327|[[6, 2, 7, 1], [18, 6, 19, 5], [12, 4, 13, 3], [14, 10, 15, 9], [10, 20, 11, 19], [20, 14, 21, 13], [4, 12, 5, 11], [22, 15, 1, 16], [16, 7, 17, 8], [8, 21, 9, 22], [2, 18, 3, 17]]]
[K11a328|[[6, 2, 7, 1], [18, 6, 19, 5], [22, 10, 1, 9], [16, 7, 17, 8], [14, 22, 15, 21], [12, 4, 13, 3], [4, 12, 5, 11], [20, 14, 21, 13], [8, 15, 9, 16], [10, 20, 11, 19], [2, 18, 3, 17]]]
[K11a329|[[6, 2, 7, 1], [18, 6, 19, 5], [22, 8, 1, 7], [14, 10, 15, 9], [12, 4, 13, 3], [4, 12, 5, 11], [16, 22, 17, 21], [20, 14, 21, 13], [8, 16, 9, 15], [10, 20, 11, 19], [2, 18, 3, 17]]]
[K11a330|[[6, 2, 7, 1], [20, 13, 21, 14], [12, 4, 13, 3], [2, 19, 3, 20], [18, 5, 19, 6], [22, 8, 1, 7], [4, 12, 5, 11], [14, 21, 15, 22], [10, 17, 11, 18], [16, 9, 17, 10], [8, 15, 9, 16]]]
[K11a331|[[6, 2, 7, 1], [16, 9, 17, 10], [18, 5, 19, 6], [2, 19, 3, 20], [12, 4, 13, 3], [4, 12, 5, 11], [22, 8, 1, 7], [20, 13, 21, 14], [14, 21, 15, 22], [10, 15, 11, 16], [8, 17, 9, 18]]]
[K11a332|[[6, 2, 7, 1], [10, 6, 11, 5], [14, 3, 15, 4], [22, 11, 1, 12], [16, 22, 17, 21], [20, 14, 21, 13], [18, 7, 19, 8], [8, 19, 9, 20], [4, 15, 5, 16], [12, 18, 13, 17], [2, 10, 3, 9]]]
[K11a333|[[6, 2, 7, 1], [16, 8, 17, 7], [12, 5, 13, 6], [14, 3, 15, 4], [4, 13, 5, 14], [2, 15, 3, 16], [22, 18, 1, 17], [18, 11, 19, 12], [20, 9, 21, 10], [10, 19, 11, 20], [8, 21, 9, 22]]]
[K11a334|[[6, 2, 7, 1], [14, 4, 15, 3], [18, 8, 19, 7], [20, 10, 21, 9], [22, 12, 1, 11], [8, 20, 9, 19], [10, 22, 11, 21], [12, 18, 13, 17], [16, 6, 17, 5], [2, 14, 3, 13], [4, 16, 5, 15]]]
[K11a335|[[6, 2, 7, 1], [14, 4, 15, 3], [18, 8, 19, 7], [22, 12, 1, 11], [8, 22, 9, 21], [20, 10, 21, 9], [10, 20, 11, 19], [12, 18, 13, 17], [16, 6, 17, 5], [2, 14, 3, 13], [4, 16, 5, 15]]]
[K11a336|[[6, 2, 7, 1], [16, 6, 17, 5], [18, 8, 19, 7], [20, 10, 21, 9], [22, 12, 1, 11], [8, 20, 9, 19], [10, 22, 11, 21], [12, 18, 13, 17], [2, 16, 3, 15], [14, 4, 15, 3], [4, 14, 5, 13]]]
[K11a337|[[6, 2, 7, 1], [16, 6, 17, 5], [18, 8, 19, 7], [22, 12, 1, 11], [8, 22, 9, 21], [20, 10, 21, 9], [10, 20, 11, 19], [12, 18, 13, 17], [2, 16, 3, 15], [14, 4, 15, 3], [4, 14, 5, 13]]]
[K11a338|[[6, 2, 7, 1], [14, 4, 15, 3], [20, 8, 21, 7], [22, 10, 1, 9], [8, 22, 9, 21], [12, 20, 13, 19], [18, 12, 19, 11], [10, 18, 11, 17], [16, 6, 17, 5], [2, 14, 3, 13], [4, 16, 5, 15]]]
[K11a339|[[6, 2, 7, 1], [14, 4, 15, 3], [20, 8, 21, 7], [22, 10, 1, 9], [8, 22, 9, 21], [18, 12, 19, 11], [12, 18, 13, 17], [10, 20, 11, 19], [16, 6, 17, 5], [2, 14, 3, 13], [4, 16, 5, 15]]]
[K11a340|[[6, 2, 7, 1], [16, 6, 17, 5], [20, 8, 21, 7], [22, 10, 1, 9], [8, 22, 9, 21], [12, 20, 13, 19], [18, 12, 19, 11], [10, 18, 11, 17], [2, 16, 3, 15], [14, 4, 15, 3], [4, 14, 5, 13]]]
[K11a341|[[6, 2, 7, 1], [16, 6, 17, 5], [20, 8, 21, 7], [22, 10, 1, 9], [8, 22, 9, 21], [18, 12, 19, 11], [12, 18, 13, 17], [10, 20, 11, 19], [2, 16, 3, 15], [14, 4, 15, 3], [4, 14, 5, 13]]]
[K11a342|[[6, 2, 7, 1], [14, 4, 15, 3], [22, 8, 1, 7], [20, 10, 21, 9], [18, 12, 19, 11], [12, 18, 13, 17], [10, 20, 11, 19], [8, 22, 9, 21], [16, 6, 17, 5], [2, 14, 3, 13], [4, 16, 5, 15]]]
[K11a343|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 8, 1, 7], [20, 10, 21, 9], [18, 12, 19, 11], [12, 18, 13, 17], [10, 20, 11, 19], [8, 22, 9, 21], [2, 16, 3, 15], [14, 4, 15, 3], [4, 14, 5, 13]]]
[K11a344|[[6, 2, 7, 1], [18, 6, 19, 5], [20, 10, 21, 9], [16, 7, 17, 8], [14, 4, 15, 3], [4, 14, 5, 13], [22, 12, 1, 11], [8, 15, 9, 16], [10, 22, 11, 21], [12, 20, 13, 19], [2, 18, 3, 17]]]
[K11a345|[[6, 2, 7, 1], [18, 6, 19, 5], [22, 10, 1, 9], [16, 7, 17, 8], [14, 4, 15, 3], [4, 14, 5, 13], [8, 15, 9, 16], [20, 12, 21, 11], [12, 20, 13, 19], [10, 22, 11, 21], [2, 18, 3, 17]]]
[K11a346|[[6, 2, 7, 1], [18, 8, 19, 7], [16, 3, 17, 4], [12, 6, 13, 5], [10, 16, 11, 15], [4, 12, 5, 11], [2, 17, 3, 18], [20, 10, 21, 9], [22, 13, 1, 14], [8, 20, 9, 19], [14, 21, 15, 22]]]
[K11a347|[[6, 2, 7, 1], [18, 10, 19, 9], [16, 3, 17, 4], [12, 6, 13, 5], [10, 16, 11, 15], [4, 12, 5, 11], [2, 17, 3, 18], [20, 8, 21, 7], [8, 20, 9, 19], [22, 13, 1, 14], [14, 21, 15, 22]]]
[K11a348|[[6, 2, 7, 1], [12, 8, 13, 7], [16, 5, 17, 6], [2, 11, 3, 12], [10, 18, 11, 17], [18, 4, 19, 3], [4, 10, 5, 9], [8, 19, 9, 20], [20, 14, 21, 13], [22, 16, 1, 15], [14, 22, 15, 21]]]
[K11a349|[[6, 2, 7, 1], [12, 8, 13, 7], [16, 5, 17, 6], [2, 11, 3, 12], [10, 18, 11, 17], [18, 4, 19, 3], [4, 10, 5, 9], [8, 19, 9, 20], [20, 16, 21, 15], [22, 14, 1, 13], [14, 22, 15, 21]]]
[K11a350|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [4, 10, 5, 9], [18, 4, 19, 3], [10, 18, 11, 17], [2, 11, 3, 12], [20, 13, 21, 14], [12, 19, 13, 20], [8, 21, 9, 22], [22, 16, 1, 15]]]
[K11a351|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [2, 13, 3, 14], [12, 18, 13, 17], [18, 4, 19, 3], [4, 12, 5, 11], [20, 9, 21, 10], [8, 19, 9, 20], [10, 21, 11, 22], [22, 16, 1, 15]]]
[K11a352|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [2, 13, 3, 14], [12, 18, 13, 17], [18, 4, 19, 3], [4, 12, 5, 11], [8, 21, 9, 22], [20, 9, 21, 10], [10, 19, 11, 20], [22, 16, 1, 15]]]
[K11a353|[[8, 2, 9, 1], [16, 6, 17, 5], [22, 10, 1, 9], [10, 20, 11, 19], [12, 4, 13, 3], [4, 12, 5, 11], [14, 22, 15, 21], [20, 14, 21, 13], [18, 8, 19, 7], [2, 16, 3, 15], [6, 18, 7, 17]]]
[K11a354|[[8, 2, 9, 1], [12, 4, 13, 3], [18, 12, 19, 11], [10, 20, 11, 19], [20, 8, 21, 7], [22, 14, 1, 13], [14, 22, 15, 21], [2, 10, 3, 9], [4, 18, 5, 17], [16, 6, 17, 5], [6, 16, 7, 15]]]
[K11a355|[[8, 2, 9, 1], [14, 4, 15, 3], [20, 10, 21, 9], [22, 12, 1, 11], [10, 22, 11, 21], [12, 20, 13, 19], [16, 6, 17, 5], [18, 8, 19, 7], [2, 14, 3, 13], [4, 16, 5, 15], [6, 18, 7, 17]]]
[K11a356|[[8, 2, 9, 1], [14, 4, 15, 3], [20, 10, 21, 9], [22, 12, 1, 11], [10, 22, 11, 21], [12, 20, 13, 19], [18, 8, 19, 7], [2, 14, 3, 13], [4, 18, 5, 17], [16, 6, 17, 5], [6, 16, 7, 15]]]
[K11a357|[[8, 2, 9, 1], [18, 8, 19, 7], [20, 10, 21, 9], [22, 12, 1, 11], [10, 22, 11, 21], [12, 20, 13, 19], [2, 18, 3, 17], [16, 6, 17, 5], [14, 4, 15, 3], [4, 16, 5, 15], [6, 14, 7, 13]]]
[K11a358|[[8, 2, 9, 1], [14, 4, 15, 3], [22, 10, 1, 9], [20, 12, 21, 11], [12, 20, 13, 19], [10, 22, 11, 21], [16, 6, 17, 5], [18, 8, 19, 7], [2, 14, 3, 13], [4, 16, 5, 15], [6, 18, 7, 17]]]
[K11a359|[[8, 2, 9, 1], [14, 4, 15, 3], [22, 10, 1, 9], [20, 12, 21, 11], [12, 20, 13, 19], [10, 22, 11, 21], [18, 8, 19, 7], [2, 14, 3, 13], [4, 18, 5, 17], [16, 6, 17, 5], [6, 16, 7, 15]]]
[K11a360|[[8, 2, 9, 1], [18, 8, 19, 7], [22, 10, 1, 9], [20, 12, 21, 11], [12, 20, 13, 19], [10, 22, 11, 21], [2, 18, 3, 17], [16, 6, 17, 5], [14, 4, 15, 3], [4, 16, 5, 15], [6, 14, 7, 13]]]
[K11a361|[[8, 2, 9, 1], [16, 8, 17, 7], [18, 6, 19, 5], [20, 10, 21, 9], [22, 12, 1, 11], [10, 22, 11, 21], [6, 18, 7, 17], [12, 20, 13, 19], [2, 16, 3, 15], [14, 4, 15, 3], [4, 14, 5, 13]]]
[K11a362|[[8, 2, 9, 1], [16, 8, 17, 7], [18, 6, 19, 5], [22, 10, 1, 9], [20, 12, 21, 11], [6, 18, 7, 17], [12, 20, 13, 19], [10, 22, 11, 21], [2, 16, 3, 15], [14, 4, 15, 3], [4, 14, 5, 13]]]
[K11a363|[[8, 2, 9, 1], [18, 8, 19, 7], [22, 10, 1, 9], [20, 12, 21, 11], [12, 20, 13, 19], [10, 22, 11, 21], [2, 18, 3, 17], [16, 4, 17, 3], [14, 6, 15, 5], [6, 14, 7, 13], [4, 16, 5, 15]]]
[K11a364|[[10, 2, 11, 1], [14, 4, 15, 3], [22, 12, 1, 11], [12, 22, 13, 21], [16, 6, 17, 5], [18, 8, 19, 7], [20, 10, 21, 9], [2, 14, 3, 13], [4, 16, 5, 15], [6, 18, 7, 17], [8, 20, 9, 19]]]
[K11a365|[[10, 2, 11, 1], [14, 4, 15, 3], [22, 12, 1, 11], [12, 22, 13, 21], [16, 6, 17, 5], [20, 10, 21, 9], [2, 14, 3, 13], [4, 16, 5, 15], [6, 20, 7, 19], [18, 8, 19, 7], [8, 18, 9, 17]]]
[K11a366|[[10, 2, 11, 1], [16, 6, 17, 5], [22, 12, 1, 11], [12, 22, 13, 21], [20, 10, 21, 9], [2, 16, 3, 15], [14, 4, 15, 3], [4, 14, 5, 13], [6, 20, 7, 19], [18, 8, 19, 7], [8, 18, 9, 17]]]
[K11a367|[[12, 2, 13, 1], [14, 4, 15, 3], [16, 6, 17, 5], [18, 8, 19, 7], [20, 10, 21, 9], [22, 12, 1, 11], [2, 14, 3, 13], [4, 16, 5, 15], [6, 18, 7, 17], [8, 20, 9, 19], [10, 22, 11, 21]]]
[K11n1|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [11, 16, 12, 17], [14, 7, 15, 8], [6, 15, 7, 16], [13, 20, 14, 21], [17, 22, 18, 1], [21, 18, 22, 19], [19, 12, 20, 13]]]
[K11n2|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [16, 12, 17, 11], [7, 15, 8, 14], [15, 7, 16, 6], [20, 14, 21, 13], [22, 18, 1, 17], [18, 22, 19, 21], [12, 20, 13, 19]]]
[K11n3|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [11, 16, 12, 17], [7, 15, 8, 14], [15, 7, 16, 6], [13, 20, 14, 21], [17, 22, 18, 1], [21, 18, 22, 19], [19, 12, 20, 13]]]
[K11n4|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [14, 8, 15, 7], [18, 12, 19, 11], [19, 22, 20, 1], [15, 20, 16, 21], [21, 16, 22, 17], [12, 18, 13, 17], [6, 14, 7, 13]]]
[K11n5|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [14, 8, 15, 7], [11, 18, 12, 19], [22, 20, 1, 19], [20, 16, 21, 15], [16, 22, 17, 21], [17, 12, 18, 13], [6, 14, 7, 13]]]
[K11n6|[[4, 2, 5, 1], [10, 6, 11, 5], [8, 3, 9, 4], [2, 9, 3, 10], [14, 8, 15, 7], [11, 18, 12, 19], [19, 22, 20, 1], [15, 20, 16, 21], [21, 16, 22, 17], [17, 12, 18, 13], [6, 14, 7, 13]]]
